month,hbt,departmenttype,attendances,within_4h,over_4h,over_8h,over_12h,pct_within_4h,pct_over_4h,pct_over_8h,pct_over_12h,total_referral_attendances
2012-10-01,S08000030,Type 3,3082,3079,3,0.0,0.0,0.999,0.001,0.0,0.0,
2012-10-01,S08000031,Type 1,33802,31885,1917,79.0,0.0,0.9433,0.0567,0.0023,0.0,
2012-10-01,S08000031,Type 3,4122,4111,11,0.0,0.0,0.9973,0.0027,0.0,0.0,
2012-10-01,S08000032,Type 1,15662,14206,1456,165.0,59.0,0.907,0.093,0.0105,0.0038,
2012-10-01,S08000032,Type 3,149,149,0,0.0,0.0,1.0,0.0,0.0,0.0,
2012-11-01,S08000015,Type 1,9115,8561,554,18.0,1.0,0.9392,0.0608,0.002,0.0001,
2012-11-01,S08000015,Type 3,284,284,0,0.0,0.0,1.0,0.0,0.0,0.0,
2012-11-01,S08000016,Type 1,1932,1842,90,6.0,0.0,0.9534,0.0466,0.0031,0.0,
2012-11-01,S08000016,Type 3,157,157,0,0.0,0.0,1.0,0.0,0.0,0.0,
2012-11-01,S08000017,Type 1,3345,3209,136,1.0,0.0,0.9593,0.0407,0.0003,0.0,
2012-11-01,S08000017,Type 3,78,78,0,0.0,0.0,1.0,0.0,0.0,0.0,
2012-11-01,S08000019,Type 1,4611,4275,336,7.0,0.0,0.9271,0.0729,0.0015,0.0,
2012-11-01,S08000019,Type 3,1070,1070,0,0.0,0.0,1.0,0.0,0.0,0.0,
2012-11-01,S08000020,Type 1,8271,7771,500,65.0,9.0,0.9395,0.0605,0.0079,0.0011,
2012-11-01,S08000020,Type 3,3254,3249,5,0.0,0.0,0.9985,0.0015,0.0,0.0,
2012-11-01,S08000022,Type 1,3873,3764,109,2.0,0.0,0.9719,0.0281,0.0005,0.0,
2012-11-01,S08000022,Type 3,3008,2975,33,0.0,0.0,0.989,0.011,0.0,0.0,
2012-11-01,S08000024,Type 1,17168,14891,2277,290.0,35.0,0.8674,0.1326,0.0169,0.002,
2012-11-01,S08000024,Type 3,3302,3010,292,20.0,3.0,0.9116,0.0884,0.0061,0.0009,
2012-11-01,S08000025,Type 3,292,284,8,0.0,0.0,0.9726,0.0274,0.0,0.0,
2012-11-01,S08000026,Type 1,627,621,6,0.0,0.0,0.9904,0.0096,0.0,0.0,
2012-11-01,S08000028,Type 1,525,511,14,0.0,0.0,0.9733,0.0267,0.0,0.0,
2012-11-01,S08000028,Type 3,122,122,0,0.0,0.0,1.0,0.0,0.0,0.0,
2012-11-01,S08000029,Type 1,5053,4611,442,135.0,43.0,0.9125,0.0875,0.0267,0.0085,
2012-11-01,S08000029,Type 3,1973,1971,2,0.0,0.0,0.999,0.001,0.0,0.0,
2012-11-01,S08000030,Type 1,5632,5566,66,0.0,0.0,0.9883,0.0117,0.0,0.0,
2012-11-01,S08000030,Type 3,2752,2752,0,0.0,0.0,1.0,0.0,0.0,0.0,
2012-11-01,S08000031,Type 1,32909,30984,1925,50.0,0.0,0.9415,0.0585,0.0015,0.0,
2012-11-01,S08000031,Type 3,3898,3882,16,0.0,0.0,0.9959,0.0041,0.0,0.0,
2012-11-01,S08000032,Type 1,15019,13438,1581,178.0,47.0,0.8947,0.1053,0.0119,0.0031,
2012-11-01,S08000032,Type 3,126,126,0,0.0,0.0,1.0,0.0,0.0,0.0,
2012-12-01,S08000015,Type 1,9555,8350,1205,116.0,24.0,0.8739,0.1261,0.0121,0.0025,
2012-12-01,S08000015,Type 3,293,293,0,0.0,0.0,1.0,0.0,0.0,0.0,
2012-12-01,S08000016,Type 1,1960,1851,109,4.0,0.0,0.9444,0.0556,0.002,0.0,
2012-12-01,S08000016,Type 3,178,178,0,0.0,0.0,1.0,0.0,0.0,0.0,
2012-12-01,S08000017,Type 1,3634,3460,174,0.0,0.0,0.9521,0.0479,0.0,0.0,
2012-12-01,S08000017,Type 3,58,58,0,0.0,0.0,1.0,0.0,0.0,0.0,
2012-12-01,S08000019,Type 1,4969,4128,841,91.0,22.0,0.8308,0.1692,0.0183,0.0044,
2012-12-01,S08000019,Type 3,970,970,0,0.0,0.0,1.0,0.0,0.0,0.0,
2012-12-01,S08000020,Type 1,9236,8535,701,84.0,8.0,0.9241,0.0759,0.0091,0.0009,
2012-12-01,S08000020,Type 3,3271,3254,17,0.0,0.0,0.9948,0.0052,0.0,0.0,
2012-12-01,S08000022,Type 1,4068,3942,126,6.0,0.0,0.969,0.031,0.0015,0.0,
2012-12-01,S08000022,Type 3,3347,3313,34,0.0,0.0,0.9898,0.0102,0.0,0.0,
2012-12-01,S08000024,Type 1,17699,15242,2457,321.0,52.0,0.8612,0.1388,0.0181,0.0029,
2012-12-01,S08000024,Type 3,3125,2707,418,59.0,26.0,0.8662,0.1338,0.0189,0.0083,
2012-12-01,S08000025,Type 3,281,277,4,0.0,0.0,0.9858,0.0142,0.0,0.0,
2012-12-01,S08000026,Type 1,642,634,8,0.0,0.0,0.9875,0.0125,0.0,0.0,
2012-12-01,S08000028,Type 1,463,453,10,0.0,0.0,0.9784,0.0216,0.0,0.0,
2012-12-01,S08000028,Type 3,113,113,0,0.0,0.0,1.0,0.0,0.0,0.0,
2012-12-01,S08000029,Type 1,5147,4529,618,199.0,65.0,0.8799,0.1201,0.0387,0.0126,
2012-12-01,S08000029,Type 3,1807,1805,2,0.0,0.0,0.9989,0.0011,0.0,0.0,
2012-12-01,S08000030,Type 1,5711,5574,137,3.0,0.0,0.976,0.024,0.0005,0.0,
2012-12-01,S08000030,Type 3,3150,3147,3,0.0,0.0,0.999,0.001,0.0,0.0,
2012-12-01,S08000031,Type 1,33607,30046,3561,298.0,9.0,0.894,0.106,0.0089,0.0003,
2012-12-01,S08000031,Type 3,3598,3578,20,0.0,0.0,0.9944,0.0056,0.0,0.0,
2012-12-01,S08000032,Type 1,15459,13034,2425,373.0,117.0,0.8431,0.1569,0.0241,0.0076,
2012-12-01,S08000032,Type 3,112,112,0,0.0,0.0,1.0,0.0,0.0,0.0,
2013-01-01,S08000015,Type 1,9185,7779,1406,102.0,13.0,0.8469,0.1531,0.0111,0.0014,
2013-01-01,S08000015,Type 3,295,295,0,0.0,0.0,1.0,0.0,0.0,0.0,
2013-01-01,S08000016,Type 1,1886,1795,91,4.0,0.0,0.9517,0.0483,0.0021,0.0,
2013-01-01,S08000016,Type 3,158,158,0,0.0,0.0,1.0,0.0,0.0,0.0,
2013-01-01,S08000017,Type 1,3550,3305,245,8.0,0.0,0.931,0.069,0.0023,0.0,
2013-01-01,S08000017,Type 3,72,72,0,0.0,0.0,1.0,0.0,0.0,0.0,
2013-01-01,S08000019,Type 1,4575,3873,702,141.0,42.0,0.8466,0.1534,0.0308,0.0092,
2013-01-01,S08000019,Type 3,958,958,0,0.0,0.0,1.0,0.0,0.0,0.0,
2013-01-01,S08000020,Type 1,8111,7553,558,56.0,4.0,0.9312,0.0688,0.0069,0.0005,
2013-01-01,S08000020,Type 3,3017,3002,15,0.0,0.0,0.995,0.005,0.0,0.0,
2013-01-01,S08000022,Type 1,3874,3737,137,5.0,0.0,0.9646,0.0354,0.0013,0.0,
2013-01-01,S08000022,Type 3,3085,3035,50,0.0,0.0,0.9838,0.0162,0.0,0.0,
2013-01-01,S08000024,Type 1,16438,14650,1788,278.0,51.0,0.8912,0.1088,0.0169,0.0031,
2013-01-01,S08000024,Type 3,3386,2840,546,97.0,24.0,0.8387,0.1613,0.0286,0.0071,
2013-01-01,S08000025,Type 3,243,238,5,0.0,0.0,0.9794,0.0206,0.0,0.0,
2013-01-01,S08000026,Type 1,681,672,9,0.0,0.0,0.9868,0.0132,0.0,0.0,
2013-01-01,S08000028,Type 1,487,474,13,1.0,0.0,0.9733,0.0267,0.0021,0.0,
2013-01-01,S08000028,Type 3,109,109,0,0.0,0.0,1.0,0.0,0.0,0.0,
2013-01-01,S08000029,Type 1,4811,4339,472,100.0,28.0,0.9019,0.0981,0.0208,0.0058,
2013-01-01,S08000029,Type 3,1651,1651,0,0.0,0.0,1.0,0.0,0.0,0.0,
2013-01-01,S08000030,Type 1,5224,5145,79,1.0,0.0,0.9849,0.0151,0.0002,0.0,
2013-01-01,S08000030,Type 3,2927,2926,1,0.0,0.0,0.9997,0.0003,0.0,0.0,
2013-01-01,S08000031,Type 1,32181,27828,4353,514.0,40.0,0.8647,0.1353,0.016,0.0012,
2013-01-01,S08000031,Type 3,3694,3665,29,0.0,0.0,0.9921,0.0079,0.0,0.0,
2013-01-01,S08000032,Type 1,14958,12466,2492,573.0,222.0,0.8334,0.1666,0.0383,0.0148,
2013-01-01,S08000032,Type 3,132,132,0,0.0,0.0,1.0,0.0,0.0,0.0,
2013-02-01,S08000015,Type 1,8605,7550,1055,103.0,22.0,0.8774,0.1226,0.012,0.0026,
2013-02-01,S08000015,Type 3,275,275,0,0.0,0.0,1.0,0.0,0.0,0.0,
2013-02-01,S08000016,Type 1,1712,1652,60,2.0,0.0,0.965,0.035,0.0012,0.0,
2013-02-01,S08000016,Type 3,203,203,0,0.0,0.0,1.0,0.0,0.0,0.0,
2013-02-01,S08000017,Type 1,3408,3215,193,1.0,0.0,0.9434,0.0566,0.0003,0.0,
2013-02-01,S08000017,Type 3,86,86,0,0.0,0.0,1.0,0.0,0.0,0.0,
2013-02-01,S08000019,Type 1,4484,3998,486,12.0,0.0,0.8916,0.1084,0.0027,0.0,
2013-02-01,S08000019,Type 3,1029,1028,1,0.0,0.0,0.999,0.001,0.0,0.0,
2013-02-01,S08000020,Type 1,8227,7799,428,20.0,1.0,0.948,0.052,0.0024,0.0001,
2013-02-01,S08000020,Type 3,2977,2958,19,0.0,0.0,0.9936,0.0064,0.0,0.0,
2013-02-01,S08000022,Type 1,3818,3688,130,5.0,0.0,0.966,0.034,0.0013,0.0,
2013-02-01,S08000022,Type 3,3043,3000,43,0.0,0.0,0.9859,0.0141,0.0,0.0,
2013-02-01,S08000024,Type 1,15495,14081,1414,181.0,8.0,0.9087,0.0913,0.0117,0.0005,
2013-02-01,S08000024,Type 3,3073,2841,232,9.0,0.0,0.9245,0.0755,0.0029,0.0,
2013-02-01,S08000025,Type 3,233,226,7,0.0,0.0,0.97,0.03,0.0,0.0,
2013-02-01,S08000026,Type 1,548,546,2,0.0,0.0,0.9964,0.0036,0.0,0.0,
2013-02-01,S08000028,Type 1,467,459,8,0.0,0.0,0.9829,0.0171,0.0,0.0,
2013-02-01,S08000028,Type 3,131,131,0,0.0,0.0,1.0,0.0,0.0,0.0,
2013-02-01,S08000029,Type 1,4686,4189,497,116.0,14.0,0.8939,0.1061,0.0248,0.003,
2013-02-01,S08000029,Type 3,1749,1749,0,0.0,0.0,1.0,0.0,0.0,0.0,
2013-02-01,S08000030,Type 1,5240,5121,119,1.0,0.0,0.9773,0.0227,0.0002,0.0,
2013-02-01,S08000030,Type 3,2691,2689,2,0.0,0.0,0.9993,0.0007,0.0,0.0,
2013-02-01,S08000031,Type 1,30457,26751,3706,317.0,21.0,0.8783,0.1217,0.0104,0.0007,
2013-02-01,S08000031,Type 3,3744,3708,36,0.0,0.0,0.9904,0.0096,0.0,0.0,
2013-02-01,S08000032,Type 1,14200,12864,1336,133.0,23.0,0.9059,0.0941,0.0094,0.0016,
2013-02-01,S08000032,Type 3,112,112,0,0.0,0.0,1.0,0.0,0.0,0.0,
2013-03-01,S08000015,Type 1,9749,8696,1053,64.0,3.0,0.892,0.108,0.0066,0.0003,
2013-03-01,S08000015,Type 3,339,339,0,0.0,0.0,1.0,0.0,0.0,0.0,
2013-03-01,S08000016,Type 1,2006,1939,67,4.0,0.0,0.9666,0.0334,0.002,0.0,
2013-03-01,S08000016,Type 3,210,210,0,0.0,0.0,1.0,0.0,0.0,0.0,
2013-03-01,S08000017,Type 1,3820,3588,232,5.0,0.0,0.9393,0.0607,0.0013,0.0,
2013-03-01,S08000017,Type 3,77,77,0,0.0,0.0,1.0,0.0,0.0,0.0,
2013-03-01,S08000019,Type 1,4569,3869,700,117.0,31.0,0.8468,0.1532,0.0256,0.0068,
2013-03-01,S08000019,Type 3,1078,1078,0,0.0,0.0,1.0,0.0,0.0,0.0,
2013-03-01,S08000020,Type 1,9027,8450,577,35.0,2.0,0.9361,0.0639,0.0039,0.0002,
2013-03-01,S08000020,Type 3,3470,3453,17,0.0,0.0,0.9951,0.0049,0.0,0.0,
2013-03-01,S08000022,Type 1,4349,4210,139,8.0,1.0,0.968,0.032,0.0018,0.0002,
2013-03-01,S08000022,Type 3,3495,3444,51,0.0,0.0,0.9854,0.0146,0.0,0.0,
2013-03-01,S08000024,Type 1,17091,14944,2147,297.0,27.0,0.8744,0.1256,0.0174,0.0016,
2013-03-01,S08000024,Type 3,3396,3103,293,31.0,0.0,0.9137,0.0863,0.0091,0.0,
2013-03-01,S08000025,Type 3,276,272,4,0.0,0.0,0.9855,0.0145,0.0,0.0,
2013-03-01,S08000026,Type 1,650,647,3,0.0,0.0,0.9954,0.0046,0.0,0.0,
2013-03-01,S08000028,Type 1,497,490,7,0.0,0.0,0.9859,0.0141,0.0,0.0,
2013-03-01,S08000028,Type 3,137,137,0,0.0,0.0,1.0,0.0,0.0,0.0,
2013-03-01,S08000029,Type 1,5188,4970,218,22.0,4.0,0.958,0.042,0.0042,0.0008,
2013-03-01,S08000029,Type 3,1895,1895,0,0.0,0.0,1.0,0.0,0.0,0.0,
2013-03-01,S08000030,Type 1,5714,5606,108,1.0,0.0,0.9811,0.0189,0.0002,0.0,
2013-03-01,S08000030,Type 3,3053,3050,3,0.0,0.0,0.999,0.001,0.0,0.0,
2013-03-01,S08000031,Type 1,33985,30054,3931,181.0,4.0,0.8843,0.1157,0.0053,0.0001,
2013-03-01,S08000031,Type 3,4195,4151,44,0.0,0.0,0.9895,0.0105,0.0,0.0,
2013-03-01,S08000032,Type 1,15446,14162,1284,113.0,17.0,0.9169,0.0831,0.0073,0.0011,
2013-03-01,S08000032,Type 3,142,142,0,0.0,0.0,1.0,0.0,0.0,0.0,
2013-04-01,S08000015,Type 1,9944,8789,1155,109.0,16.0,0.8838,0.1162,0.011,0.0016,
2013-04-01,S08000015,Type 3,325,325,0,0.0,0.0,1.0,0.0,0.0,0.0,
2013-04-01,S08000016,Type 1,2117,2031,86,6.0,0.0,0.9594,0.0406,0.0028,0.0,
2013-04-01,S08000016,Type 3,189,189,0,0.0,0.0,1.0,0.0,0.0,0.0,
2013-04-01,S08000017,Type 1,3817,3601,216,3.0,0.0,0.9434,0.0566,0.0008,0.0,
2013-04-01,S08000017,Type 3,77,77,0,0.0,0.0,1.0,0.0,0.0,0.0,
2013-04-01,S08000019,Type 1,4827,4045,782,133.0,38.0,0.838,0.162,0.0276,0.0079,
2013-04-01,S08000019,Type 3,1173,1173,0,0.0,0.0,1.0,0.0,0.0,0.0,
2013-04-01,S08000020,Type 1,8979,8340,639,58.0,4.0,0.9288,0.0712,0.0065,0.0004,
2013-04-01,S08000020,Type 3,3537,3523,14,0.0,0.0,0.996,0.004,0.0,0.0,
2013-04-01,S08000022,Type 1,4261,4105,156,6.0,1.0,0.9634,0.0366,0.0014,0.0002,
2013-04-01,S08000022,Type 3,3604,3568,36,0.0,0.0,0.99,0.01,0.0,0.0,
2013-04-01,S08000024,Type 1,17408,15410,1998,215.0,8.0,0.8852,0.1148,0.0124,0.0005,
2013-04-01,S08000024,Type 3,3474,3086,388,40.0,1.0,0.8883,0.1117,0.0115,0.0003,
2013-04-01,S08000025,Type 3,245,240,5,0.0,0.0,0.9796,0.0204,0.0,0.0,
2013-04-01,S08000026,Type 1,630,627,3,1.0,0.0,0.9952,0.0048,0.0016,0.0,
2013-04-01,S08000028,Type 1,500,488,12,1.0,0.0,0.976,0.024,0.002,0.0,
2013-04-01,S08000028,Type 3,131,131,0,0.0,0.0,1.0,0.0,0.0,0.0,
2013-04-01,S08000029,Type 1,5251,4779,472,93.0,3.0,0.9101,0.0899,0.0177,0.0006,
2013-04-01,S08000029,Type 3,2060,2054,6,0.0,0.0,0.9971,0.0029,0.0,0.0,
2013-04-01,S08000030,Type 1,5903,5794,109,2.0,0.0,0.9815,0.0185,0.0003,0.0,
2013-04-01,S08000030,Type 3,3305,3302,3,0.0,0.0,0.9991,0.0009,0.0,0.0,
2013-04-01,S08000031,Type 1,33683,30374,3309,163.0,5.0,0.9018,0.0982,0.0048,0.0001,
2013-04-01,S08000031,Type 3,4205,4152,53,1.0,0.0,0.9874,0.0126,0.0002,0.0,
2013-04-01,S08000032,Type 1,15740,13819,1921,241.0,85.0,0.878,0.122,0.0153,0.0054,
2013-04-01,S08000032,Type 3,157,157,0,0.0,0.0,1.0,0.0,0.0,0.0,
2013-05-01,S08000015,Type 1,10140,9321,819,44.0,5.0,0.9192,0.0808,0.0043,0.0005,
2013-05-01,S08000015,Type 3,405,405,0,0.0,0.0,1.0,0.0,0.0,0.0,
2013-05-01,S08000016,Type 1,2004,1985,19,0.0,0.0,0.9905,0.0095,0.0,0.0,
2013-05-01,S08000016,Type 3,195,195,0,0.0,0.0,1.0,0.0,0.0,0.0,
2013-05-01,S08000017,Type 1,3995,3779,216,3.0,0.0,0.9459,0.0541,0.0008,0.0,
2013-05-01,S08000017,Type 3,105,105,0,0.0,0.0,1.0,0.0,0.0,0.0,
2013-05-01,S08000019,Type 1,5263,5010,253,28.0,6.0,0.9519,0.0481,0.0053,0.0011,
2013-05-01,S08000019,Type 3,1353,1353,0,0.0,0.0,1.0,0.0,0.0,0.0,
2013-05-01,S08000020,Type 1,9481,9116,365,9.0,1.0,0.9615,0.0385,0.0009,0.0001,
2013-05-01,S08000020,Type 3,3907,3898,9,0.0,0.0,0.9977,0.0023,0.0,0.0,
2013-05-01,S08000022,Type 1,4827,4628,199,8.0,1.0,0.9588,0.0412,0.0017,0.0002,
2013-05-01,S08000022,Type 3,3872,3839,33,0.0,0.0,0.9915,0.0085,0.0,0.0,
2013-05-01,S08000024,Type 1,17871,16941,930,45.0,1.0,0.948,0.052,0.0025,0.0001,
2013-05-01,S08000024,Type 3,3668,3505,163,5.0,0.0,0.9556,0.0444,0.0014,0.0,
2013-05-01,S08000025,Type 3,332,325,7,1.0,0.0,0.9789,0.0211,0.003,0.0,
2013-05-01,S08000026,Type 1,706,690,16,0.0,0.0,0.9773,0.0227,0.0,0.0,
2013-05-01,S08000028,Type 1,549,545,4,0.0,0.0,0.9927,0.0073,0.0,0.0,
2013-05-01,S08000028,Type 3,143,143,0,0.0,0.0,1.0,0.0,0.0,0.0,
2013-05-01,S08000029,Type 1,5493,5231,262,26.0,4.0,0.9523,0.0477,0.0047,0.0007,
2013-05-01,S08000029,Type 3,2162,2162,0,0.0,0.0,1.0,0.0,0.0,0.0,
2013-05-01,S08000030,Type 1,6289,6233,56,0.0,0.0,0.9911,0.0089,0.0,0.0,
2013-05-01,S08000030,Type 3,3634,3632,2,0.0,0.0,0.9994,0.0006,0.0,0.0,
2013-05-01,S08000031,Type 1,34362,31422,2940,106.0,2.0,0.9144,0.0856,0.0031,0.0001,
2013-05-01,S08000031,Type 3,4823,4794,29,0.0,0.0,0.994,0.006,0.0,0.0,
2013-05-01,S08000032,Type 1,16296,14911,1385,71.0,3.0,0.915,0.085,0.0044,0.0002,
2013-05-01,S08000032,Type 3,163,163,0,0.0,0.0,1.0,0.0,0.0,0.0,
2013-06-01,S08000015,Type 1,9878,9132,746,50.0,14.0,0.9245,0.0755,0.0051,0.0014,
2013-06-01,S08000015,Type 3,458,458,0,0.0,0.0,1.0,0.0,0.0,0.0,
2013-06-01,S08000016,Type 1,1972,1957,15,0.0,0.0,0.9924,0.0076,0.0,0.0,
2013-06-01,S08000016,Type 3,227,227,0,0.0,0.0,1.0,0.0,0.0,0.0,
2013-06-01,S08000017,Type 1,4004,3853,151,4.0,0.0,0.9623,0.0377,0.001,0.0,
2013-06-01,S08000017,Type 3,97,97,0,0.0,0.0,1.0,0.0,0.0,0.0,
2013-06-01,S08000019,Type 1,5411,5049,362,19.0,2.0,0.9331,0.0669,0.0035,0.0004,
2013-06-01,S08000019,Type 3,1354,1351,3,0.0,0.0,0.9978,0.0022,0.0,0.0,
2013-06-01,S08000020,Type 1,9106,8903,203,4.0,0.0,0.9777,0.0223,0.0004,0.0,
2013-06-01,S08000020,Type 3,3757,3745,12,0.0,0.0,0.9968,0.0032,0.0,0.0,
2013-06-01,S08000022,Type 1,4743,4587,156,5.0,0.0,0.9671,0.0329,0.0011,0.0,
2013-06-01,S08000022,Type 3,4038,4022,16,0.0,0.0,0.996,0.004,0.0,0.0,
2013-06-01,S08000024,Type 1,17341,16415,926,44.0,2.0,0.9466,0.0534,0.0025,0.0001,
2013-06-01,S08000024,Type 3,3535,3335,200,20.0,0.0,0.9434,0.0566,0.0057,0.0,
2013-06-01,S08000025,Type 3,332,326,6,0.0,0.0,0.9819,0.0181,0.0,0.0,
2013-06-01,S08000026,Type 1,747,740,7,0.0,0.0,0.9906,0.0094,0.0,0.0,
2013-06-01,S08000028,Type 1,620,604,16,0.0,0.0,0.9742,0.0258,0.0,0.0,
2013-06-01,S08000028,Type 3,148,148,0,0.0,0.0,1.0,0.0,0.0,0.0,
2013-06-01,S08000029,Type 1,5373,5134,239,17.0,0.0,0.9555,0.0445,0.0032,0.0,
2013-06-01,S08000029,Type 3,2192,2165,27,0.0,0.0,0.9877,0.0123,0.0,0.0,
2013-06-01,S08000030,Type 1,6285,6208,77,0.0,0.0,0.9877,0.0123,0.0,0.0,
2013-06-01,S08000030,Type 3,3535,3535,0,0.0,0.0,1.0,0.0,0.0,0.0,
2013-06-01,S08000031,Type 1,33660,30496,3164,75.0,0.0,0.906,0.094,0.0022,0.0,
2013-06-01,S08000031,Type 3,4896,4875,21,0.0,0.0,0.9957,0.0043,0.0,0.0,
2013-06-01,S08000032,Type 1,16026,14821,1205,74.0,6.0,0.9248,0.0752,0.0046,0.0004,
2013-06-01,S08000032,Type 3,167,167,0,0.0,0.0,1.0,0.0,0.0,0.0,
2013-07-01,S08000015,Type 1,10743,10137,606,11.0,0.0,0.9436,0.0564,0.001,0.0,
2013-07-01,S08000015,Type 3,608,608,0,0.0,0.0,1.0,0.0,0.0,0.0,
2013-07-01,S08000016,Type 1,2170,2149,21,0.0,0.0,0.9903,0.0097,0.0,0.0,
2013-07-01,S08000016,Type 3,283,283,0,0.0,0.0,1.0,0.0,0.0,0.0,
2013-07-01,S08000017,Type 1,4360,4150,210,1.0,0.0,0.9518,0.0482,0.0002,0.0,
2013-07-01,S08000017,Type 3,132,132,0,0.0,0.0,1.0,0.0,0.0,0.0,
2013-07-01,S08000019,Type 1,5498,5247,251,2.0,0.0,0.9543,0.0457,0.0004,0.0,
2013-07-01,S08000019,Type 3,1346,1346,0,0.0,0.0,1.0,0.0,0.0,0.0,
2013-07-01,S08000020,Type 1,9450,9264,186,2.0,0.0,0.9803,0.0197,0.0002,0.0,
2013-07-01,S08000020,Type 3,4035,4031,4,0.0,0.0,0.999,0.001,0.0,0.0,
2013-07-01,S08000022,Type 1,5051,4905,146,5.0,1.0,0.9711,0.0289,0.001,0.0002,
2013-07-01,S08000022,Type 3,4592,4561,31,0.0,0.0,0.9932,0.0068,0.0,0.0,
2013-07-01,S08000024,Type 1,17094,16159,935,43.0,0.0,0.9453,0.0547,0.0025,0.0,
2013-07-01,S08000024,Type 3,3670,3588,82,3.0,2.0,0.9777,0.0223,0.0008,0.0005,
2013-07-01,S08000025,Type 3,295,289,6,0.0,0.0,0.9797,0.0203,0.0,0.0,
2013-07-01,S08000026,Type 1,673,671,2,0.0,0.0,0.997,0.003,0.0,0.0,
2013-07-01,S08000028,Type 1,692,684,8,0.0,0.0,0.9884,0.0116,0.0,0.0,
2013-07-01,S08000028,Type 3,217,217,0,0.0,0.0,1.0,0.0,0.0,0.0,
2013-07-01,S08000029,Type 1,5586,5399,187,16.0,0.0,0.9665,0.0335,0.0029,0.0,
2013-07-01,S08000029,Type 3,2344,2344,0,0.0,0.0,1.0,0.0,0.0,0.0,
2013-07-01,S08000030,Type 1,6289,6224,65,0.0,0.0,0.9897,0.0103,0.0,0.0,
2013-07-01,S08000030,Type 3,3815,3812,3,1.0,0.0,0.9992,0.0008,0.0003,0.0,
2013-07-01,S08000031,Type 1,34631,32292,2339,32.0,0.0,0.9325,0.0675,0.0009,0.0,
2013-07-01,S08000031,Type 3,5178,5167,11,0.0,0.0,0.9979,0.0021,0.0,0.0,
2013-07-01,S08000032,Type 1,16383,15477,906,31.0,1.0,0.9447,0.0553,0.0019,0.0001,
2013-07-01,S08000032,Type 3,180,180,0,0.0,0.0,1.0,0.0,0.0,0.0,
2013-08-01,S08000015,Type 1,10388,9780,608,17.0,1.0,0.9415,0.0585,0.0016,0.0001,
2013-08-01,S08000015,Type 3,464,464,0,0.0,0.0,1.0,0.0,0.0,0.0,
2013-08-01,S08000016,Type 1,2232,2177,55,1.0,0.0,0.9754,0.0246,0.0004,0.0,
2013-08-01,S08000016,Type 3,253,253,0,0.0,0.0,1.0,0.0,0.0,0.0,
2013-08-01,S08000017,Type 1,4249,4020,229,0.0,0.0,0.9461,0.0539,0.0,0.0,
2013-08-01,S08000017,Type 3,141,141,0,0.0,0.0,1.0,0.0,0.0,0.0,
2013-08-01,S08000019,Type 1,5578,5095,483,13.0,0.0,0.9134,0.0866,0.0023,0.0,
2013-08-01,S08000019,Type 3,1408,1408,0,0.0,0.0,1.0,0.0,0.0,0.0,
2013-08-01,S08000020,Type 1,9083,8686,397,9.0,2.0,0.9563,0.0437,0.001,0.0002,
2013-08-01,S08000020,Type 3,3759,3742,17,0.0,0.0,0.9955,0.0045,0.0,0.0,
2013-08-01,S08000022,Type 1,5112,4939,173,3.0,1.0,0.9662,0.0338,0.0006,0.0002,
2013-08-01,S08000022,Type 3,4402,4352,50,0.0,0.0,0.9886,0.0114,0.0,0.0,
2013-08-01,S08000024,Type 1,17939,17113,826,40.0,2.0,0.954,0.046,0.0022,0.0001,
2013-08-01,S08000024,Type 3,3763,3543,220,15.0,0.0,0.9415,0.0585,0.004,0.0,
2013-08-01,S08000025,Type 3,400,395,5,0.0,0.0,0.9875,0.0125,0.0,0.0,
2013-08-01,S08000026,Type 1,665,660,5,0.0,0.0,0.9925,0.0075,0.0,0.0,
2013-08-01,S08000028,Type 1,565,546,19,0.0,0.0,0.9664,0.0336,0.0,0.0,
2013-08-01,S08000028,Type 3,180,180,0,0.0,0.0,1.0,0.0,0.0,0.0,
2013-08-01,S08000029,Type 1,5519,5320,199,7.0,0.0,0.9639,0.0361,0.0013,0.0,
2013-08-01,S08000029,Type 3,2344,2344,0,0.0,0.0,1.0,0.0,0.0,0.0,
2013-08-01,S08000030,Type 1,6486,6382,104,0.0,0.0,0.984,0.016,0.0,0.0,
2013-08-01,S08000030,Type 3,3662,3660,2,0.0,0.0,0.9995,0.0005,0.0,0.0,
2013-08-01,S08000031,Type 1,34126,31671,2455,57.0,0.0,0.9281,0.0719,0.0017,0.0,
2013-08-01,S08000031,Type 3,5156,5133,23,0.0,0.0,0.9955,0.0045,0.0,0.0,
2013-08-01,S08000032,Type 1,16081,14946,1135,38.0,0.0,0.9294,0.0706,0.0024,0.0,
2013-08-01,S08000032,Type 3,153,153,0,0.0,0.0,1.0,0.0,0.0,0.0,
2013-09-01,S08000015,Type 1,9739,9058,681,37.0,2.0,0.9301,0.0699,0.0038,0.0002,
2013-09-01,S08000015,Type 3,413,413,0,0.0,0.0,1.0,0.0,0.0,0.0,
2013-09-01,S08000016,Type 1,2185,2141,44,1.0,0.0,0.9799,0.0201,0.0005,0.0,
2013-09-01,S08000016,Type 3,203,203,0,0.0,0.0,1.0,0.0,0.0,0.0,
2013-09-01,S08000017,Type 1,3930,3681,249,4.0,0.0,0.9366,0.0634,0.001,0.0,
2013-09-01,S08000017,Type 3,97,97,0,0.0,0.0,1.0,0.0,0.0,0.0,
