month,hbt,departmenttype,attendances,within_4h,over_4h,over_8h,over_12h,pct_within_4h,pct_over_4h,pct_over_8h,pct_over_12h,total_referral_attendances
2007-10-01,S08000031,Type 3,1196,1193,3,0.0,0.0,0.9975,0.0025,0.0,0.0,
2007-10-01,S08000032,Type 1,15663,15192,471,31.0,6.0,0.9699,0.0301,0.002,0.0004,
2007-10-01,S08000032,Type 3,293,293,0,0.0,0.0,1.0,0.0,0.0,0.0,
2007-11-01,S08000015,Type 1,8180,8022,158,6.0,0.0,0.9807,0.0193,0.0007,0.0,
2007-11-01,S08000015,Type 3,270,270,0,0.0,0.0,1.0,0.0,0.0,0.0,
2007-11-01,S08000016,Type 1,1805,1784,21,0.0,0.0,0.9884,0.0116,0.0,0.0,
2007-11-01,S08000016,Type 3,168,168,0,0.0,0.0,1.0,0.0,0.0,0.0,
2007-11-01,S08000017,Type 1,3495,3443,52,0.0,0.0,0.9851,0.0149,0.0,0.0,
2007-11-01,S08000017,Type 3,118,118,0,0.0,0.0,1.0,0.0,0.0,0.0,
2007-11-01,S08000019,Type 1,3903,3817,86,2.0,0.0,0.978,0.022,0.0005,0.0,
2007-11-01,S08000019,Type 3,1610,1606,4,0.0,0.0,0.9975,0.0025,0.0,0.0,
2007-11-01,S08000020,Type 1,7877,7620,257,27.0,6.0,0.9674,0.0326,0.0034,0.0008,
2007-11-01,S08000020,Type 3,2892,2887,5,0.0,0.0,0.9983,0.0017,0.0,0.0,
2007-11-01,S08000022,Type 1,3783,3746,37,0.0,0.0,0.9902,0.0098,0.0,0.0,
2007-11-01,S08000022,Type 3,2727,2702,25,0.0,0.0,0.9908,0.0092,0.0,0.0,
2007-11-01,S08000024,Type 1,15153,14718,435,20.0,0.0,0.9713,0.0287,0.0013,0.0,
2007-11-01,S08000024,Type 3,2900,2802,98,10.0,0.0,0.9662,0.0338,0.0034,0.0,
2007-11-01,S08000025,Type 3,146,146,0,0.0,0.0,1.0,0.0,0.0,0.0,
2007-11-01,S08000026,Type 1,622,621,1,0.0,0.0,0.9984,0.0016,0.0,0.0,
2007-11-01,S08000028,Type 1,463,456,7,0.0,0.0,0.9849,0.0151,0.0,0.0,
2007-11-01,S08000028,Type 3,93,93,0,0.0,0.0,1.0,0.0,0.0,0.0,
2007-11-01,S08000029,Type 1,6547,6349,198,4.0,0.0,0.9698,0.0302,0.0006,0.0,
2007-11-01,S08000029,Type 3,415,415,0,0.0,0.0,1.0,0.0,0.0,0.0,
2007-11-01,S08000030,Type 1,5801,5751,50,1.0,0.0,0.9914,0.0086,0.0002,0.0,
2007-11-01,S08000030,Type 3,1678,1678,0,0.0,0.0,1.0,0.0,0.0,0.0,
2007-11-01,S08000031,Type 1,34593,33455,1138,29.0,11.0,0.9671,0.0329,0.0008,0.0003,
2007-11-01,S08000031,Type 3,1153,1148,5,0.0,0.0,0.9957,0.0043,0.0,0.0,
2007-11-01,S08000032,Type 1,15142,14813,329,48.0,20.0,0.9783,0.0217,0.0032,0.0013,
2007-11-01,S08000032,Type 3,249,249,0,0.0,0.0,1.0,0.0,0.0,0.0,
2007-12-01,S08000015,Type 1,8256,8073,183,3.0,0.0,0.9778,0.0222,0.0004,0.0,
2007-12-01,S08000015,Type 3,222,222,0,0.0,0.0,1.0,0.0,0.0,0.0,
2007-12-01,S08000016,Type 1,1962,1919,43,1.0,0.0,0.9781,0.0219,0.0005,0.0,
2007-12-01,S08000016,Type 3,145,145,0,0.0,0.0,1.0,0.0,0.0,0.0,
2007-12-01,S08000017,Type 1,3673,3594,79,0.0,0.0,0.9785,0.0215,0.0,0.0,
2007-12-01,S08000017,Type 3,187,187,0,0.0,0.0,1.0,0.0,0.0,0.0,
2007-12-01,S08000019,Type 1,3798,3704,94,2.0,0.0,0.9753,0.0247,0.0005,0.0,
2007-12-01,S08000019,Type 3,1505,1497,8,0.0,0.0,0.9947,0.0053,0.0,0.0,
2007-12-01,S08000020,Type 1,8003,7710,293,27.0,2.0,0.9634,0.0366,0.0034,0.0002,
2007-12-01,S08000020,Type 3,3058,3049,9,0.0,0.0,0.9971,0.0029,0.0,0.0,
2007-12-01,S08000022,Type 1,3832,3775,57,2.0,0.0,0.9851,0.0149,0.0005,0.0,
2007-12-01,S08000022,Type 3,2736,2707,29,0.0,0.0,0.9894,0.0106,0.0,0.0,
2007-12-01,S08000024,Type 1,15194,14713,481,38.0,0.0,0.9683,0.0317,0.0025,0.0,
2007-12-01,S08000024,Type 3,2808,2722,86,0.0,0.0,0.9694,0.0306,0.0,0.0,
2007-12-01,S08000025,Type 3,154,154,0,0.0,0.0,1.0,0.0,0.0,0.0,
2007-12-01,S08000026,Type 1,704,698,6,0.0,0.0,0.9915,0.0085,0.0,0.0,
2007-12-01,S08000028,Type 1,512,504,8,0.0,0.0,0.9844,0.0156,0.0,0.0,
2007-12-01,S08000028,Type 3,108,108,0,0.0,0.0,1.0,0.0,0.0,0.0,
2007-12-01,S08000029,Type 1,6532,6385,147,7.0,0.0,0.9775,0.0225,0.0011,0.0,
2007-12-01,S08000029,Type 3,324,324,0,0.0,0.0,1.0,0.0,0.0,0.0,
2007-12-01,S08000030,Type 1,5960,5768,192,7.0,0.0,0.9678,0.0322,0.0012,0.0,
2007-12-01,S08000030,Type 3,2111,2109,2,0.0,0.0,0.9991,0.0009,0.0,0.0,
2007-12-01,S08000031,Type 1,34273,33513,760,22.0,1.0,0.9778,0.0222,0.0006,0.0,
2007-12-01,S08000031,Type 3,1082,1061,21,0.0,0.0,0.9806,0.0194,0.0,0.0,
2007-12-01,S08000032,Type 1,14945,14767,178,33.0,15.0,0.9881,0.0119,0.0022,0.001,
2007-12-01,S08000032,Type 3,288,288,0,0.0,0.0,1.0,0.0,0.0,0.0,
2008-01-01,S08000015,Type 1,8260,8136,124,0.0,0.0,0.985,0.015,0.0,0.0,
2008-01-01,S08000015,Type 3,299,299,0,0.0,0.0,1.0,0.0,0.0,0.0,
2008-01-01,S08000016,Type 1,1857,1796,61,2.0,0.0,0.9672,0.0328,0.0011,0.0,
2008-01-01,S08000016,Type 3,177,177,0,0.0,0.0,1.0,0.0,0.0,0.0,
2008-01-01,S08000017,Type 1,3577,3470,107,7.0,0.0,0.9701,0.0299,0.002,0.0,
2008-01-01,S08000017,Type 3,129,129,0,0.0,0.0,1.0,0.0,0.0,0.0,
2008-01-01,S08000019,Type 1,3882,3774,108,5.0,3.0,0.9722,0.0278,0.0013,0.0008,
2008-01-01,S08000019,Type 3,1416,1414,2,0.0,0.0,0.9986,0.0014,0.0,0.0,
2008-01-01,S08000020,Type 1,8024,7614,410,53.0,5.0,0.9489,0.0511,0.0066,0.0006,
2008-01-01,S08000020,Type 3,2996,2987,9,0.0,0.0,0.997,0.003,0.0,0.0,
2008-01-01,S08000022,Type 1,3588,3531,57,3.0,0.0,0.9841,0.0159,0.0008,0.0,
2008-01-01,S08000022,Type 3,2778,2760,18,0.0,0.0,0.9935,0.0065,0.0,0.0,
2008-01-01,S08000024,Type 1,14621,14288,333,27.0,2.0,0.9772,0.0228,0.0018,0.0001,
2008-01-01,S08000024,Type 3,2880,2795,85,1.0,0.0,0.9705,0.0295,0.0003,0.0,
2008-01-01,S08000025,Type 3,154,154,0,0.0,0.0,1.0,0.0,0.0,0.0,
2008-01-01,S08000026,Type 1,629,618,11,0.0,0.0,0.9825,0.0175,0.0,0.0,
2008-01-01,S08000028,Type 1,517,510,7,0.0,0.0,0.9865,0.0135,0.0,0.0,
2008-01-01,S08000028,Type 3,86,86,0,0.0,0.0,1.0,0.0,0.0,0.0,
2008-01-01,S08000029,Type 1,6694,6291,403,68.0,20.0,0.9398,0.0602,0.0102,0.003,
2008-01-01,S08000029,Type 3,309,309,0,0.0,0.0,1.0,0.0,0.0,0.0,
2008-01-01,S08000030,Type 1,5625,5539,86,1.0,0.0,0.9847,0.0153,0.0002,0.0,
2008-01-01,S08000030,Type 3,1726,1726,0,0.0,0.0,1.0,0.0,0.0,0.0,
2008-01-01,S08000031,Type 1,34044,33212,832,18.0,1.0,0.9756,0.0244,0.0005,0.0,
2008-01-01,S08000031,Type 3,1119,1100,19,0.0,0.0,0.983,0.017,0.0,0.0,
2008-01-01,S08000032,Type 1,15060,14622,438,98.0,40.0,0.9709,0.0291,0.0065,0.0027,
2008-01-01,S08000032,Type 3,247,247,0,0.0,0.0,1.0,0.0,0.0,0.0,
2008-02-01,S08000015,Type 1,8266,8162,104,3.0,2.0,0.9874,0.0126,0.0004,0.0002,
2008-02-01,S08000015,Type 3,289,289,0,0.0,0.0,1.0,0.0,0.0,0.0,
2008-02-01,S08000016,Type 1,1683,1664,19,0.0,0.0,0.9887,0.0113,0.0,0.0,
2008-02-01,S08000016,Type 3,205,205,0,0.0,0.0,1.0,0.0,0.0,0.0,
2008-02-01,S08000017,Type 1,3504,3411,93,3.0,0.0,0.9735,0.0265,0.0009,0.0,
2008-02-01,S08000017,Type 3,130,130,0,0.0,0.0,1.0,0.0,0.0,0.0,
2008-02-01,S08000019,Type 1,3713,3627,86,4.0,2.0,0.9768,0.0232,0.0011,0.0005,
2008-02-01,S08000019,Type 3,1526,1524,2,0.0,0.0,0.9987,0.0013,0.0,0.0,
2008-02-01,S08000020,Type 1,8102,7717,385,54.0,8.0,0.9525,0.0475,0.0067,0.001,
2008-02-01,S08000020,Type 3,2902,2899,3,0.0,0.0,0.999,0.001,0.0,0.0,
2008-02-01,S08000022,Type 1,3459,3394,65,1.0,0.0,0.9812,0.0188,0.0003,0.0,
2008-02-01,S08000022,Type 3,2323,2304,19,0.0,0.0,0.9918,0.0082,0.0,0.0,
2008-02-01,S08000024,Type 1,14402,14173,229,9.0,0.0,0.9841,0.0159,0.0006,0.0,
2008-02-01,S08000024,Type 3,2958,2918,40,0.0,0.0,0.9865,0.0135,0.0,0.0,
2008-02-01,S08000025,Type 3,178,176,2,0.0,0.0,0.9888,0.0112,0.0,0.0,
2008-02-01,S08000026,Type 1,674,669,5,0.0,0.0,0.9926,0.0074,0.0,0.0,
2008-02-01,S08000028,Type 1,537,526,11,0.0,0.0,0.9795,0.0205,0.0,0.0,
2008-02-01,S08000028,Type 3,97,97,0,0.0,0.0,1.0,0.0,0.0,0.0,
2008-02-01,S08000029,Type 1,6468,6265,203,9.0,2.0,0.9686,0.0314,0.0014,0.0003,
2008-02-01,S08000029,Type 3,384,383,1,0.0,0.0,0.9974,0.0026,0.0,0.0,
2008-02-01,S08000030,Type 1,5486,5427,59,0.0,0.0,0.9892,0.0108,0.0,0.0,
2008-02-01,S08000030,Type 3,1631,1631,0,0.0,0.0,1.0,0.0,0.0,0.0,
2008-02-01,S08000031,Type 1,33662,32913,749,18.0,0.0,0.9777,0.0223,0.0005,0.0,
2008-02-01,S08000031,Type 3,1103,1090,13,0.0,0.0,0.9882,0.0118,0.0,0.0,
2008-02-01,S08000032,Type 1,14545,14166,379,60.0,35.0,0.9739,0.0261,0.0041,0.0024,
2008-02-01,S08000032,Type 3,265,265,0,0.0,0.0,1.0,0.0,0.0,0.0,
2008-03-01,S08000015,Type 1,9173,9000,173,7.0,0.0,0.9811,0.0189,0.0008,0.0,
2008-03-01,S08000015,Type 3,410,410,0,0.0,0.0,1.0,0.0,0.0,0.0,
2008-03-01,S08000016,Type 1,1926,1874,52,2.0,0.0,0.973,0.027,0.001,0.0,
2008-03-01,S08000016,Type 3,186,186,0,0.0,0.0,1.0,0.0,0.0,0.0,
2008-03-01,S08000017,Type 1,4020,3927,93,4.0,1.0,0.9769,0.0231,0.001,0.0002,
2008-03-01,S08000017,Type 3,167,167,0,0.0,0.0,1.0,0.0,0.0,0.0,
2008-03-01,S08000019,Type 1,4471,4237,234,7.0,0.0,0.9477,0.0523,0.0016,0.0,
2008-03-01,S08000019,Type 3,1701,1698,3,1.0,1.0,0.9982,0.0018,0.0006,0.0006,
2008-03-01,S08000020,Type 1,8545,8186,359,40.0,4.0,0.958,0.042,0.0047,0.0005,
2008-03-01,S08000020,Type 3,3063,3052,11,0.0,0.0,0.9964,0.0036,0.0,0.0,
2008-03-01,S08000022,Type 1,4078,3997,81,0.0,0.0,0.9801,0.0199,0.0,0.0,
2008-03-01,S08000022,Type 3,3277,3254,23,0.0,0.0,0.993,0.007,0.0,0.0,
2008-03-01,S08000024,Type 1,15975,15611,364,21.0,0.0,0.9772,0.0228,0.0013,0.0,
2008-03-01,S08000024,Type 3,3045,2988,57,0.0,0.0,0.9813,0.0187,0.0,0.0,
2008-03-01,S08000025,Type 3,177,177,0,0.0,0.0,1.0,0.0,0.0,0.0,
2008-03-01,S08000026,Type 1,749,739,10,0.0,0.0,0.9866,0.0134,0.0,0.0,
2008-03-01,S08000028,Type 1,593,587,6,0.0,0.0,0.9899,0.0101,0.0,0.0,
2008-03-01,S08000028,Type 3,104,104,0,0.0,0.0,1.0,0.0,0.0,0.0,
2008-03-01,S08000029,Type 1,7541,7190,351,32.0,13.0,0.9535,0.0465,0.0042,0.0017,
2008-03-01,S08000029,Type 3,447,447,0,0.0,0.0,1.0,0.0,0.0,0.0,
2008-03-01,S08000030,Type 1,6427,6348,79,3.0,0.0,0.9877,0.0123,0.0005,0.0,
2008-03-01,S08000030,Type 3,2090,2089,1,0.0,0.0,0.9995,0.0005,0.0,0.0,
2008-03-01,S08000031,Type 1,37675,36714,961,30.0,2.0,0.9745,0.0255,0.0008,0.0001,
2008-03-01,S08000031,Type 3,1207,1199,8,0.0,0.0,0.9934,0.0066,0.0,0.0,
2008-03-01,S08000032,Type 1,16693,16169,524,99.0,46.0,0.9686,0.0314,0.0059,0.0028,
2008-03-01,S08000032,Type 3,250,250,0,0.0,0.0,1.0,0.0,0.0,0.0,
2008-04-01,S08000015,Type 1,8922,8810,112,2.0,1.0,0.9874,0.0126,0.0002,0.0001,
2008-04-01,S08000015,Type 3,369,369,0,0.0,0.0,1.0,0.0,0.0,0.0,
2008-04-01,S08000016,Type 1,1836,1802,34,0.0,0.0,0.9815,0.0185,0.0,0.0,
2008-04-01,S08000016,Type 3,180,180,0,0.0,0.0,1.0,0.0,0.0,0.0,
2008-04-01,S08000017,Type 1,3680,3619,61,0.0,0.0,0.9834,0.0166,0.0,0.0,
2008-04-01,S08000017,Type 3,162,162,0,0.0,0.0,1.0,0.0,0.0,0.0,
2008-04-01,S08000019,Type 1,3963,3841,122,2.0,0.0,0.9692,0.0308,0.0005,0.0,
2008-04-01,S08000019,Type 3,1650,1649,1,0.0,0.0,0.9994,0.0006,0.0,0.0,
2008-04-01,S08000020,Type 1,8317,7982,335,28.0,2.0,0.9597,0.0403,0.0034,0.0002,
2008-04-01,S08000020,Type 3,2989,2982,7,0.0,0.0,0.9977,0.0023,0.0,0.0,
2008-04-01,S08000022,Type 1,4109,4023,86,2.0,0.0,0.9791,0.0209,0.0005,0.0,
2008-04-01,S08000022,Type 3,3187,3162,25,0.0,0.0,0.9922,0.0078,0.0,0.0,
2008-04-01,S08000024,Type 1,15600,15142,458,19.0,1.0,0.9706,0.0294,0.0012,0.0001,
2008-04-01,S08000024,Type 3,3048,3015,33,2.0,0.0,0.9892,0.0108,0.0007,0.0,
2008-04-01,S08000025,Type 3,169,169,0,0.0,0.0,1.0,0.0,0.0,0.0,
2008-04-01,S08000026,Type 1,720,709,11,0.0,0.0,0.9847,0.0153,0.0,0.0,
2008-04-01,S08000028,Type 1,623,619,4,1.0,0.0,0.9936,0.0064,0.0016,0.0,
2008-04-01,S08000028,Type 3,119,119,0,0.0,0.0,1.0,0.0,0.0,0.0,
2008-04-01,S08000029,Type 1,6718,6459,259,31.0,7.0,0.9614,0.0386,0.0046,0.001,
2008-04-01,S08000029,Type 3,414,414,0,0.0,0.0,1.0,0.0,0.0,0.0,
2008-04-01,S08000030,Type 1,5951,5875,76,1.0,0.0,0.9872,0.0128,0.0002,0.0,
2008-04-01,S08000030,Type 3,1789,1787,2,0.0,0.0,0.9989,0.0011,0.0,0.0,
2008-04-01,S08000031,Type 1,35797,34995,802,14.0,0.0,0.9776,0.0224,0.0004,0.0,
2008-04-01,S08000031,Type 3,1186,1177,9,0.0,0.0,0.9924,0.0076,0.0,0.0,
2008-04-01,S08000032,Type 1,15985,15495,490,130.0,80.0,0.9693,0.0307,0.0081,0.005,
2008-04-01,S08000032,Type 3,355,355,0,0.0,0.0,1.0,0.0,0.0,0.0,
2008-05-01,S08000015,Type 1,9875,9715,160,1.0,0.0,0.9838,0.0162,0.0001,0.0,
2008-05-01,S08000015,Type 3,389,389,0,0.0,0.0,1.0,0.0,0.0,0.0,
2008-05-01,S08000016,Type 1,2143,2100,43,1.0,0.0,0.9799,0.0201,0.0005,0.0,
2008-05-01,S08000016,Type 3,273,273,0,0.0,0.0,1.0,0.0,0.0,0.0,
2008-05-01,S08000017,Type 1,4267,4208,59,5.0,0.0,0.9862,0.0138,0.0012,0.0,
2008-05-01,S08000017,Type 3,286,286,0,0.0,0.0,1.0,0.0,0.0,0.0,
2008-05-01,S08000019,Type 1,4689,4528,161,2.0,0.0,0.9657,0.0343,0.0004,0.0,
2008-05-01,S08000019,Type 3,1979,1975,4,0.0,0.0,0.998,0.002,0.0,0.0,
2008-05-01,S08000020,Type 1,9219,8952,267,15.0,0.0,0.971,0.029,0.0016,0.0,
2008-05-01,S08000020,Type 3,3791,3782,9,0.0,0.0,0.9976,0.0024,0.0,0.0,
