month,hbt,departmenttype,attendances,within_4h,over_4h,over_8h,over_12h,pct_within_4h,pct_over_4h,pct_over_8h,pct_over_12h,total_referral_attendances
2007-12-01,S08000015,Type 1,5067,4979,88,2.0,0.0,0.9826327215314782,0.017367278468521808,0.00039471087428458656,0.0,
2007-12-01,S08000015,Type 3,49,49,0,,,1.0,0.0,,,
2007-12-01,S08000015,Type 1,3189,3094,95,1.0,0.0,0.9702100972091565,0.029789902790843526,0.00031357792411414236,0.0,
2007-12-01,S08000016,Type 3,8,8,0,,,1.0,0.0,,,
2007-12-01,S08000016,Type 3,46,46,0,,,1.0,0.0,,,
2007-12-01,S08000016,Type 3,30,30,0,,,1.0,0.0,,,
2007-12-01,S08000016,Type 3,61,61,0,,,1.0,0.0,,,
2007-12-01,S08000016,Type 1,1962,1919,43,1.0,0.0,0.9780835881753313,0.021916411824668705,0.0005096839959225281,0.0,
2007-12-01,S08000017,Type 3,58,58,0,,,1.0,0.0,,,
2007-12-01,S08000017,Type 3,63,63,0,,,1.0,0.0,,,
2007-12-01,S08000017,Type 3,7,7,0,,,1.0,0.0,,,
2007-12-01,S08000017,Type 3,59,59,0,,,1.0,0.0,,,
2007-12-01,S08000017,Type 1,860,851,9,0.0,0.0,0.9895348837209302,0.010465116279069767,0.0,0.0,
2007-12-01,S08000017,Type 1,2813,2743,70,0.0,0.0,0.9751155350159971,0.024884464984002843,0.0,0.0,
2007-12-01,S08000029,Type 1,3426,3348,78,4.0,0.0,0.9772329246935202,0.02276707530647986,0.0011675423234092236,0.0,
2007-12-01,S08000029,Type 3,116,116,0,,,1.0,0.0,,,
2007-12-01,S08000029,Type 3,208,208,0,,,1.0,0.0,,,
2007-12-01,S08000029,Type 1,3106,3037,69,3.0,0.0,0.9777849323889246,0.022215067611075338,0.0009658725048293626,0.0,
2007-12-01,S08000019,Type 3,1505,1497,8,0.0,0.0,0.9946843853820598,0.0053156146179402,0.0,0.0,
2007-12-01,S08000019,Type 1,3798,3704,94,2.0,0.0,0.9752501316482359,0.024749868351764088,0.000526592943654555,0.0,
2007-12-01,S08000020,Type 1,5040,4806,234,26.0,2.0,0.9535714285714286,0.04642857142857143,0.005158730158730159,0.0003968253968253968,
2007-12-01,S08000020,Type 1,1227,1225,2,0.0,0.0,0.9983700081499592,0.0016299918500407497,0.0,0.0,
2007-12-01,S08000020,Type 3,67,67,0,,,1.0,0.0,,,
2007-12-01,S08000020,Type 3,16,16,0,,,1.0,0.0,,,
2007-12-01,S08000020,Type 3,51,51,0,,,1.0,0.0,,,
2007-12-01,S08000020,Type 3,1110,1109,1,,,0.9990990990990991,0.0009009009009009009,,,
2007-12-01,S08000020,Type 3,813,805,8,,,0.990159901599016,0.00984009840098401,,,
2007-12-01,S08000020,Type 3,198,198,0,,,1.0,0.0,,,
2007-12-01,S08000020,Type 3,162,162,0,,,1.0,0.0,,,
2007-12-01,S08000020,Type 3,282,282,0,,,1.0,0.0,,,
2007-12-01,S08000020,Type 1,1736,1679,57,1.0,0.0,0.9671658986175116,0.032834101382488476,0.000576036866359447,0.0,
2007-12-01,S08000020,Type 3,76,76,0,,,1.0,0.0,,,
2007-12-01,S08000020,Type 3,26,26,0,,,1.0,0.0,,,
2007-12-01,S08000020,Type 3,93,93,0,,,1.0,0.0,,,
2007-12-01,S08000020,Type 3,44,44,0,,,1.0,0.0,,,
2007-12-01,S08000020,Type 3,29,29,0,,,1.0,0.0,,,
2007-12-01,S08000020,Type 3,91,91,0,0.0,0.0,1.0,0.0,0.0,0.0,
2007-12-01,S08000031,Type 3,1082,1061,21,0.0,0.0,0.9805914972273567,0.019408502772643253,0.0,0.0,
2007-12-01,S08000031,Type 1,2426,2370,56,1.0,0.0,0.9769167353668591,0.023083264633140973,0.00041220115416323167,0.0,
2007-12-01,S08000031,Type 1,5281,5135,146,0.0,0.0,0.9723537208861958,0.027646279113804205,0.0,0.0,
2007-12-01,S08000031,Type 1,5898,5792,106,4.0,0.0,0.9820278060359444,0.01797219396405561,0.0006781959986436081,0.0,
2007-12-01,S08000031,Type 1,3227,3149,78,2.0,0.0,0.9758289432909824,0.024171056709017664,0.0006197706848466068,0.0,
2007-12-01,S08000031,Type 1,5267,5171,96,4.0,0.0,0.9817733054869945,0.018226694513005504,0.0007594456047085627,0.0,
2007-12-01,S08000031,Type 1,3652,3603,49,1.0,0.0,0.9865826944140197,0.013417305585980284,0.0002738225629791895,0.0,
2007-12-01,S08000031,Type 1,3685,3611,74,0.0,0.0,0.9799185888738128,0.020081411126187245,0.0,0.0,
2007-12-01,S08000031,Type 1,4837,4682,155,10.0,1.0,0.967955344221625,0.03204465577837502,0.002067397146991937,0.0002067397146991937,
2007-12-01,S08000022,Type 3,507,498,9,,,0.9822485207100592,0.01775147928994083,,,
2007-12-01,S08000022,Type 3,464,464,0,,,1.0,0.0,,,
2007-12-01,S08000022,Type 3,58,56,2,,,0.9655172413793104,0.034482758620689655,,,
2007-12-01,S08000022,Type 3,303,297,6,,,0.9801980198019802,0.019801980198019802,,,
2007-12-01,S08000022,Type 3,340,336,4,,,0.9882352941176471,0.011764705882352941,,,
2007-12-01,S08000022,Type 3,40,39,1,,,0.975,0.025,,,
2007-12-01,S08000022,Type 1,420,418,2,,,0.9952380952380953,0.004761904761904762,,,
2007-12-01,S08000022,Type 3,107,107,0,,,1.0,0.0,,,
2007-12-01,S08000022,Type 1,490,481,9,,,0.9816326530612245,0.018367346938775512,,,
2007-12-01,S08000022,Type 3,47,47,0,,,1.0,0.0,,,
2007-12-01,S08000022,Type 1,2332,2299,33,2.0,0.0,0.9858490566037735,0.014150943396226415,0.0008576329331046312,0.0,
2007-12-01,S08000022,Type 3,173,172,1,,,0.9942196531791907,0.005780346820809248,,,
2007-12-01,S08000022,Type 3,53,53,0,,,1.0,0.0,,,
2007-12-01,S08000022,Type 1,590,577,13,,,0.9779661016949153,0.022033898305084745,,,
2007-12-01,S08000022,Type 3,217,212,5,,,0.9769585253456221,0.02304147465437788,,,
2007-12-01,S08000022,Type 3,121,120,1,,,0.9917355371900827,0.008264462809917356,,,
2007-12-01,S08000022,Type 3,145,145,0,,,1.0,0.0,,,
2007-12-01,S08000022,Type 3,55,55,0,,,1.0,0.0,,,
2007-12-01,S08000022,Type 3,106,106,0,,,1.0,0.0,,,
2007-12-01,S08000032,Type 1,5193,5137,56,5.0,0.0,0.9892162526477951,0.010783747352204892,0.0009628345850182939,0.0,
2007-12-01,S08000032,Type 3,176,176,0,,,1.0,0.0,,,
2007-12-01,S08000032,Type 3,112,112,0,,,1.0,0.0,,,
2007-12-01,S08000032,Type 1,4488,4433,55,2.0,0.0,0.9877450980392157,0.012254901960784314,0.000445632798573975,0.0,
2007-12-01,S08000032,Type 1,5264,5197,67,26.0,15.0,0.9872720364741642,0.012727963525835866,0.004939209726443769,0.0028495440729483282,
2007-12-01,S08000024,Type 3,7,7,0,,,1.0,0.0,,,
2007-12-01,S08000024,Type 3,131,131,0,,,1.0,0.0,,,
2007-12-01,S08000024,Type 3,2670,2584,86,0.0,0.0,0.9677902621722847,0.03220973782771536,0.0,0.0,
2007-12-01,S08000024,Type 1,3711,3671,40,2.0,0.0,0.9892212341686877,0.010778765831312315,0.0005389382915656157,0.0,
2007-12-01,S08000024,Type 1,8567,8146,421,36.0,0.0,0.9508579432706898,0.04914205672931014,0.004202171121746236,0.0,
2007-12-01,S08000024,Type 1,2916,2896,20,0.0,0.0,0.9931412894375857,0.006858710562414266,0.0,0.0,
2007-12-01,S08000025,Type 3,154,154,0,,,1.0,0.0,,,
2007-12-01,S08000026,Type 1,704,698,6,0.0,0.0,0.9914772727272727,0.008522727272727272,0.0,0.0,
2007-12-01,S08000030,Type 1,3902,3816,86,1.0,0.0,0.9779600205023065,0.022039979497693492,0.00025627883136852895,0.0,
2007-12-01,S08000030,Type 1,2058,1952,106,6.0,0.0,0.9484936831875608,0.05150631681243926,0.0029154518950437317,0.0,
2007-12-01,S08000030,Type 3,49,49,0,0.0,0.0,1.0,0.0,0.0,0.0,
2007-12-01,S08000030,Type 3,175,175,0,0.0,0.0,1.0,0.0,0.0,0.0,
2007-12-01,S08000030,Type 3,840,840,0,0.0,0.0,1.0,0.0,0.0,0.0,
2007-12-01,S08000030,Type 3,153,152,1,0.0,0.0,0.9934640522875817,0.006535947712418301,0.0,0.0,
2007-12-01,S08000030,Type 3,507,506,1,0.0,0.0,0.9980276134122288,0.0019723865877712033,0.0,0.0,
2007-12-01,S08000030,Type 3,387,387,0,0.0,0.0,1.0,0.0,0.0,0.0,
2007-12-01,S08000028,Type 3,28,28,0,,,1.0,0.0,,,
2007-12-01,S08000028,Type 1,512,504,8,0.0,0.0,0.984375,0.015625,0.0,0.0,
2007-12-01,S08000028,Type 3,80,80,0,,,1.0,0.0,,,
2008-01-01,S08000015,Type 3,153,153,0,,,1.0,0.0,,,
2008-01-01,S08000015,Type 3,77,77,0,,,1.0,0.0,,,
2008-01-01,S08000015,Type 1,5048,4980,68,0.0,0.0,0.9865293185419969,0.01347068145800317,0.0,0.0,
2008-01-01,S08000015,Type 3,69,69,0,,,1.0,0.0,,,
2008-01-01,S08000015,Type 1,3212,3156,56,0.0,0.0,0.9825653798256538,0.017434620174346202,0.0,0.0,
2008-01-01,S08000016,Type 3,15,15,0,,,1.0,0.0,,,
2008-01-01,S08000016,Type 3,80,80,0,,,1.0,0.0,,,
2008-01-01,S08000016,Type 3,28,28,0,,,1.0,0.0,,,
2008-01-01,S08000016,Type 3,54,54,0,,,1.0,0.0,,,
2008-01-01,S08000016,Type 1,1857,1796,61,2.0,0.0,0.9671513193322563,0.03284868066774367,0.0010770059235325794,0.0,
2008-01-01,S08000017,Type 3,59,59,0,,,1.0,0.0,,,
2008-01-01,S08000017,Type 3,43,43,0,,,1.0,0.0,,,
2008-01-01,S08000017,Type 3,4,4,0,,,1.0,0.0,,,
2008-01-01,S08000017,Type 3,23,23,0,,,1.0,0.0,,,
2008-01-01,S08000017,Type 1,891,872,19,4.0,0.0,0.978675645342312,0.02132435465768799,0.004489337822671156,0.0,
2008-01-01,S08000017,Type 1,2686,2598,88,3.0,0.0,0.9672375279225615,0.03276247207743857,0.0011169024571854058,0.0,
2008-01-01,S08000029,Type 1,3572,3389,183,32.0,10.0,0.9487681970884658,0.051231802911534154,0.008958566629339306,0.002799552071668533,
2008-01-01,S08000029,Type 3,122,122,0,,,1.0,0.0,,,
2008-01-01,S08000029,Type 3,187,187,0,,,1.0,0.0,,,
2008-01-01,S08000029,Type 1,3122,2902,220,36.0,10.0,0.9295323510570147,0.07046764894298527,0.011531069827033953,0.0032030749519538757,
2008-01-01,S08000019,Type 3,1416,1414,2,0.0,0.0,0.998587570621469,0.0014124293785310734,0.0,0.0,
2008-01-01,S08000019,Type 1,3882,3774,108,5.0,3.0,0.9721792890262752,0.027820710973724884,0.001287995878413189,0.0007727975270479134,
2008-01-01,S08000020,Type 1,5037,4724,313,45.0,4.0,0.9378598372046854,0.062140162795314674,0.008933889219773675,0.0007941234862021044,
2008-01-01,S08000020,Type 1,1253,1252,1,0.0,0.0,0.9992019154030327,0.0007980845969672786,0.0,0.0,
2008-01-01,S08000020,Type 3,69,69,0,,,1.0,0.0,,,
2008-01-01,S08000020,Type 3,19,19,0,,,1.0,0.0,,,
2008-01-01,S08000020,Type 3,55,55,0,,,1.0,0.0,,,
